loan_id,borrower_id,borrower_name,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
LN-1364,BW-864,Lisa Thompson,FHA,2021-11-12,2051-11-12,619000,590947,4.61,360,WI,PURCHASE,C,3 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1365,BW-865,Elizabeth Allen,FHA,2021-11-05,2051-11-05,591000,570171,6.06,360,AZ,PURCHASE,A,6 years,$50k-$75k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1366,BW-866,Paul Thompson,JUMBO,2022-09-02,2052-09-02,529000,518637,7.14,360,MN,PURCHASE,C,6 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1367,BW-867,Sandra Thomas,CONVENTIONAL,2021-09-06,2051-09-06,490000,473253,6.59,360,AL,PURCHASE,D,6 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1368,BW-868,Andrew Jones,VA,2023-01-02,2053-01-02,386000,380426,7.67,360,CO,PURCHASE,D,5 years,$75k-$100k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1369,BW-869,Susan Williams,VA,2021-01-01,2051-01-01,379000,358689,5.31,360,IL,PURCHASE,C,6 years,$100k-$150k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1370,BW-870,Sarah Davis,CONVENTIONAL,2023-05-12,2053-05-12,190000,186842,5.61,360,NJ,PURCHASE,A,8 years,$75k-$100k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1371,BW-871,Patricia Ramirez,USDA,2021-03-20,2051-03-20,512000,492659,7.01,360,MI,PURCHASE,C,2 years,$100k-$150k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1372,BW-872,Michelle Williams,USDA,2022-12-19,2052-12-19,513000,500419,5.11,360,MN,PURCHASE,C,4 years,$75k-$100k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1373,BW-873,Jessica Anderson,VA,2022-01-15,2052-01-15,289000,279883,6.3,360,OR,PURCHASE,B,8 years,$50k-$75k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1374,BW-874,Lisa Wilson,USDA,2021-06-13,2051-06-13,197000,188102,5.52,360,MI,PURCHASE,D,4 years,$100k-$150k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1375,BW-875,Emily Clark,VA,2023-04-24,2053-04-24,434000,427070,6.19,360,WA,PURCHASE,D,2 years,$75k-$100k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1376,BW-876,Michael Torres,JUMBO,2022-10-25,2052-10-25,576000,561623,5.57,360,OK,PURCHASE,B,3 years,$75k-$100k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1377,BW-877,David Anderson,VA,2022-06-18,2052-06-18,280000,274317,7.65,360,NY,PURCHASE,C,6 years,$100k-$150k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1378,BW-878,Sarah Jones,USDA,2023-11-25,2053-11-25,251000,248901,6.47,360,IN,PURCHASE,B,11 years,$75k-$100k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1379,BW-879,Emily Hernandez,VA,2022-10-08,2052-10-08,476000,466731,6.92,360,AL,PURCHASE,B,12 years,$75k-$100k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1380,BW-880,Margaret Taylor,USDA,2022-11-07,2052-11-07,441000,430423,5.52,360,UT,PURCHASE,C,2 years,$50k-$75k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1381,BW-881,Richard Taylor,VA,2021-11-06,2051-11-06,241000,233715,6.91,360,NJ,PURCHASE,B,10 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1382,BW-882,Andrew Hill,CONVENTIONAL,2023-07-21,2053-07-21,595000,588163,6.79,360,NC,PURCHASE,C,7 years,$50k-$75k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1383,BW-883,Thomas Rodriguez,CONVENTIONAL,2022-05-27,2052-05-27,456000,440620,5.09,360,PA,PURCHASE,D,12 years,$75k-$100k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1384,BW-884,Anthony Lewis,FHA,2022-08-09,2052-08-09,160000,155701,5.67,360,WA,PURCHASE,B,5 years,$50k-$75k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1385,BW-885,Michelle Jackson,CONVENTIONAL,2023-01-17,2053-01-17,377000,368015,4.97,360,NC,PURCHASE,D,8 years,$100k-$150k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1386,BW-886,Kimberly Thomas,VA,2022-05-22,2052-05-22,421000,410267,6.65,360,CA,PURCHASE,B,9 years,$75k-$100k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1387,BW-887,Paul Nguyen,VA,2022-11-12,2052-11-12,532000,517348,4.74,360,IL,PURCHASE,B,12 years,$50k-$75k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1388,BW-888,Steven Garcia,JUMBO,2021-03-21,2051-03-21,262000,247407,4.77,360,SC,PURCHASE,B,4 years,$150k+,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1389,BW-889,Emily Rodriguez,JUMBO,2022-02-25,2052-02-25,628000,606523,5.65,360,OH,PURCHASE,A,12 years,$100k-$150k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1390,BW-890,Susan Davis,USDA,2021-07-12,2051-07-12,380000,362979,5.4,360,NJ,PURCHASE,A,3 years,$150k+,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1391,BW-891,Jessica Thompson,CONVENTIONAL,2022-01-26,2052-01-26,171000,165256,5.95,360,MN,PURCHASE,C,2 years,$150k+,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1392,BW-892,Charles Gonzalez,FHA,2021-10-17,2051-10-17,611000,584472,5.05,360,PA,PURCHASE,A,3 years,$75k-$100k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1393,BW-893,Robert Nguyen,VA,2022-08-14,2052-08-14,484000,468727,4.76,360,IN,PURCHASE,D,10 years,$150k+,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1394,BW-894,Nancy Miller,VA,2021-04-01,2051-04-01,304000,289177,5.4,360,OR,PURCHASE,C,10 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1395,BW-895,Thomas Johnson,FHA,2023-01-03,2053-01-03,512000,504706,7.74,360,WA,PURCHASE,C,7 years,$50k-$75k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1396,BW-896,David Flores,JUMBO,2023-07-26,2053-07-26,469000,464067,7.25,360,WI,PURCHASE,C,2 years,$150k+,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1397,BW-897,Kimberly Rodriguez,CONVENTIONAL,2022-08-22,2052-08-22,550000,531971,4.54,360,AL,PURCHASE,D,11 years,$50k-$75k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1398,BW-898,Donna Allen,USDA,2021-09-12,2051-09-12,397000,377843,4.61,360,CO,PURCHASE,D,7 years,$150k+,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1399,BW-899,Sandra Clark,VA,2023-11-02,2053-11-02,222000,220538,7.7,360,CA,PURCHASE,C,8 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1400,BW-900,James Lewis,CONVENTIONAL,2022-11-09,2052-11-09,566000,551829,5.28,360,MD,PURCHASE,B,10 years,$100k-$150k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1401,BW-901,Donna Jones,JUMBO,2023-01-24,2053-01-24,383000,377565,7.76,360,AZ,PURCHASE,B,5 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1402,BW-902,Thomas Martinez,CONVENTIONAL,2021-08-07,2051-08-07,289000,278994,6.69,360,LA,PURCHASE,C,11 years,$75k-$100k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1403,BW-903,Ashley Anderson,CONVENTIONAL,2022-02-03,2052-02-03,223000,217857,7.8,360,TX,PURCHASE,D,3 years,$50k-$75k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1404,BW-904,Betty Johnson,FHA,2021-09-08,2051-09-08,484000,466230,6.19,360,PA,PURCHASE,C,3 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1405,BW-905,Emily Anderson,VA,2023-05-28,2053-05-28,155000,152775,6.4,360,CT,PURCHASE,C,7 years,$150k+,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1406,BW-906,Paul Rodriguez,VA,2023-08-10,2053-08-10,631000,624185,6.68,360,WI,PURCHASE,A,11 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1407,BW-907,Anthony Smith,VA,2021-03-27,2051-03-27,255000,243954,6.24,360,CA,PURCHASE,A,2 years,$150k+,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1408,BW-908,Richard Flores,FHA,2021-12-18,2051-12-18,224000,216500,6.16,360,TX,PURCHASE,D,12 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1409,BW-909,Nancy Smith,VA,2022-06-07,2052-06-07,370000,359331,5.75,360,IL,PURCHASE,B,10 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1410,BW-910,Lisa Hernandez,CONVENTIONAL,2022-10-23,2052-10-23,507000,491771,4.52,360,CA,PURCHASE,C,5 years,$150k+,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1411,BW-911,Joseph Robinson,USDA,2021-04-06,2051-04-06,483000,461167,5.84,360,OR,PURCHASE,B,12 years,$150k+,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1412,BW-912,Robert White,VA,2023-03-25,2053-03-25,434000,425921,5.7,360,FL,PURCHASE,C,12 years,$50k-$75k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1413,BW-913,Patricia Wilson,CONVENTIONAL,2021-04-12,2051-04-12,591000,564053,5.79,360,MA,PURCHASE,B,4 years,$50k-$75k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1414,BW-914,Linda Perez,JUMBO,2022-11-01,2052-11-01,260000,253502,5.29,360,FL,PURCHASE,B,2 years,$150k+,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1415,BW-915,Mark Walker,USDA,2021-09-12,2051-09-12,379000,360864,4.66,360,IN,PURCHASE,B,9 years,$100k-$150k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1416,BW-916,Emily Sanchez,FHA,2023-09-04,2053-09-04,334000,330158,5.87,360,AZ,PURCHASE,C,9 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1417,BW-917,Richard Lee,USDA,2023-01-24,2053-01-24,517000,509534,7.67,360,CA,PURCHASE,B,5 years,$100k-$150k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1418,BW-918,Jennifer Brown,JUMBO,2022-12-09,2052-12-09,233000,228080,5.94,360,WA,PURCHASE,B,12 years,$150k+,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1419,BW-919,Christopher Gonzalez,VA,2022-04-23,2052-04-23,348000,337911,6.16,360,SC,PURCHASE,C,3 years,$75k-$100k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1420,BW-920,Elizabeth Hill,JUMBO,2022-01-24,2052-01-24,308000,300566,7.75,360,MA,PURCHASE,D,7 years,$100k-$150k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1421,BW-921,Kimberly King,JUMBO,2021-05-18,2051-05-18,602000,583466,7.82,360,AZ,PURCHASE,C,8 years,$75k-$100k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1422,BW-922,Donald Scott,CONVENTIONAL,2023-03-24,2053-03-24,377000,371194,6.72,360,CA,PURCHASE,D,11 years,$75k-$100k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1423,BW-923,Joseph Lopez,CONVENTIONAL,2023-11-26,2053-11-26,226000,223694,5.41,360,MN,PURCHASE,C,5 years,$150k+,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1424,BW-924,Andrew Scott,FHA,2023-07-03,2053-07-03,169000,166259,4.93,360,TN,PURCHASE,B,6 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1425,BW-925,John Torres,USDA,2023-11-07,2053-11-07,569000,563437,5.64,360,AZ,PURCHASE,D,6 years,$150k+,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1426,BW-926,Linda Young,CONVENTIONAL,2021-10-22,2051-10-22,402000,384873,5.16,360,MI,PURCHASE,D,12 years,$50k-$75k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1427,BW-927,Donna Hernandez,USDA,2023-08-22,2053-08-22,278000,273801,4.87,360,MN,PURCHASE,C,4 years,$150k+,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1428,BW-928,Kimberly Martin,USDA,2023-06-20,2053-06-20,555000,547156,6.1,360,TX,PURCHASE,A,10 years,$50k-$75k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1429,BW-929,Karen Martinez,FHA,2021-11-02,2051-11-02,230000,223047,6.91,360,IL,PURCHASE,A,2 years,$100k-$150k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1430,BW-930,Betty Harris,USDA,2023-10-10,2053-10-10,534000,527638,5.15,360,NJ,PURCHASE,D,6 years,$75k-$100k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1431,BW-931,Daniel Jones,CONVENTIONAL,2023-03-13,2053-03-13,420000,413866,7,360,IN,PURCHASE,C,6 years,$100k-$150k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1432,BW-932,William King,VA,2021-03-24,2051-03-24,316000,298776,4.9,360,GA,PURCHASE,B,11 years,$75k-$100k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1433,BW-933,Linda Moore,VA,2023-11-20,2053-11-20,273000,270974,7.09,360,SC,PURCHASE,A,12 years,$150k+,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1434,BW-934,Betty Hernandez,JUMBO,2022-12-15,2052-12-15,420000,412339,6.73,360,MN,PURCHASE,D,7 years,$150k+,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1435,BW-935,Michael Allen,JUMBO,2023-12-08,2053-12-08,506000,501694,5.74,360,IN,PURCHASE,B,12 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1436,BW-936,Linda Walker,VA,2022-05-11,2052-05-11,294000,284887,5.57,360,MN,PURCHASE,D,8 years,$50k-$75k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1437,BW-937,Michael Scott,FHA,2023-07-19,2053-07-19,311000,306392,5.43,360,OR,PURCHASE,B,4 years,$50k-$75k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1438,BW-938,Joseph Harris,USDA,2023-01-02,2053-01-02,360000,354089,7,360,AZ,PURCHASE,A,11 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1439,BW-939,William Garcia,USDA,2022-08-26,2052-08-26,506000,490553,4.95,360,VA,PURCHASE,A,8 years,$50k-$75k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1440,BW-940,Mark Brown,CONVENTIONAL,2022-08-07,2052-08-07,532000,521194,7.19,360,NC,PURCHASE,A,6 years,$150k+,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1441,BW-941,Lisa Wilson,CONVENTIONAL,2023-07-23,2053-07-23,256000,252748,6.26,360,FL,PURCHASE,B,4 years,$150k+,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1442,BW-942,Thomas Allen,VA,2021-04-03,2051-04-03,597000,565161,4.87,360,MN,PURCHASE,C,5 years,$75k-$100k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1443,BW-943,Sarah Jackson,FHA,2023-07-24,2053-07-24,562000,552298,4.58,360,NJ,PURCHASE,A,4 years,$150k+,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1444,BW-944,Paul Hill,VA,2022-06-10,2052-06-10,552000,533795,4.99,360,OH,PURCHASE,B,9 years,$150k+,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1445,BW-945,Lisa Gonzalez,USDA,2023-10-01,2053-10-01,177000,174757,4.81,360,AZ,PURCHASE,A,3 years,$100k-$150k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1446,BW-946,Steven Hill,USDA,2023-11-24,2053-11-24,585000,579365,5.72,360,OR,PURCHASE,C,2 years,$75k-$100k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1447,BW-947,Susan Hernandez,USDA,2023-01-26,2053-01-26,430000,420846,5.6,360,NC,PURCHASE,D,5 years,$100k-$150k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1448,BW-948,Anthony Smith,CONVENTIONAL,2022-09-04,2052-09-04,372000,365462,7.71,360,TN,PURCHASE,B,11 years,$75k-$100k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1449,BW-949,Betty Smith,VA,2023-04-28,2053-04-28,180000,177318,6.56,360,CO,PURCHASE,B,12 years,$100k-$150k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1450,BW-950,Andrew Robinson,JUMBO,2021-05-14,2051-05-14,414000,398588,6.78,360,KY,PURCHASE,C,7 years,$75k-$100k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1451,BW-951,Christopher Sanchez,JUMBO,2023-02-19,2053-02-19,191000,188277,7.44,360,OR,PURCHASE,B,5 years,$50k-$75k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1452,BW-952,Margaret Brown,JUMBO,2022-04-09,2052-04-09,210000,202017,4.62,360,OR,PURCHASE,D,7 years,$50k-$75k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1453,BW-953,Jennifer Torres,USDA,2021-04-09,2051-04-09,633000,609616,6.98,360,CA,PURCHASE,C,8 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1454,BW-954,William Robinson,JUMBO,2023-03-20,2053-03-20,206000,202797,6.67,360,UT,PURCHASE,C,9 years,$100k-$150k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1455,BW-955,Betty Flores,USDA,2022-04-15,2052-04-15,635000,617789,6.53,360,NV,PURCHASE,C,10 years,$100k-$150k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1456,BW-956,Steven White,CONVENTIONAL,2021-11-14,2051-11-14,438000,426670,7.75,360,AZ,PURCHASE,B,12 years,$50k-$75k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1457,BW-957,James Hernandez,USDA,2023-04-15,2053-04-15,605000,595764,6.43,360,OH,PURCHASE,A,12 years,$100k-$150k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1458,BW-958,Thomas White,FHA,2023-11-04,2053-11-04,284000,280614,4.55,360,SC,PURCHASE,D,5 years,$100k-$150k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1459,BW-959,Anthony Miller,USDA,2022-07-17,2052-07-17,262000,256227,6.99,360,IN,PURCHASE,C,8 years,$75k-$100k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1460,BW-960,Thomas Lewis,VA,2022-09-09,2052-09-09,204000,199780,6.85,360,WA,PURCHASE,C,7 years,$50k-$75k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1461,BW-961,Matthew Martinez,JUMBO,2021-09-02,2051-09-02,234000,223555,5.07,360,OH,PURCHASE,B,4 years,$100k-$150k,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1462,BW-962,Michelle Clark,JUMBO,2021-02-19,2051-02-19,221000,211287,6.31,360,NY,PURCHASE,D,9 years,$100k-$150k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1463,BW-963,Joseph Hill,VA,2021-07-23,2051-07-23,453000,438019,7.11,360,AL,PURCHASE,B,7 years,$50k-$75k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1464,BW-964,Mary Allen,JUMBO,2022-11-08,2052-11-08,306000,299610,6.28,360,UT,PURCHASE,A,4 years,$75k-$100k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1465,BW-965,Patricia Anderson,FHA,2022-11-26,2052-11-26,649000,631742,4.94,360,CT,PURCHASE,D,6 years,$50k-$75k,CURRENT,0,PennyMac Loan Services,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1466,BW-966,Lisa Taylor,CONVENTIONAL,2023-04-09,2053-04-09,393000,388146,7.54,360,CO,PURCHASE,B,10 years,$150k+,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1467,BW-967,Thomas Jones,FHA,2021-01-10,2051-01-10,325000,310310,6.3,360,GA,PURCHASE,B,3 years,$50k-$75k,CURRENT,0,Chase Home Lending,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1468,BW-968,Kimberly Johnson,USDA,2022-10-10,2052-10-10,211000,206766,6.76,360,MO,PURCHASE,D,3 years,$50k-$75k,CURRENT,0,Freedom Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1469,BW-969,Donald Brown,USDA,2022-09-04,2052-09-04,281000,275995,7.64,360,IL,PURCHASE,C,3 years,$150k+,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1470,BW-970,Michael Smith,CONVENTIONAL,2022-08-16,2052-08-16,433000,421998,5.98,360,UT,PURCHASE,C,5 years,$75k-$100k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1471,BW-971,James Moore,VA,2022-01-18,2052-01-18,222000,214080,5.61,360,MD,PURCHASE,B,7 years,$75k-$100k,CURRENT,0,Nationstar Mortgage,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1472,BW-972,Barbara Ramirez,USDA,2023-07-08,2053-07-08,300000,296426,6.6,360,NC,PURCHASE,B,8 years,$150k+,CURRENT,0,Wells Fargo Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
LN-1473,BW-973,Patricia Thomas,VA,2022-04-24,2052-04-24,193000,186659,5.46,360,MN,PURCHASE,B,4 years,$50k-$75k,CURRENT,0,Rocket Mortgage Servicing,2024-08-01,2024-08-15,COMPLETE,ORIGINATION_LOS
